Date,Ticker,Volume,VolumeSpike
2013-09-30,AAPL,9953940718.0,False
2013-10-31,AAPL,9029690643.0,False
2013-11-30,AAPL,5996930175.0,False
2013-12-31,AAPL,8091313236.0,False
2014-01-31,AAPL,10099757347.0,False
2014-02-28,AAPL,6726068458.0,False
2014-03-31,AAPL,5710499810.0,False
2014-04-30,AAPL,7334209643.0,False
2014-05-31,AAPL,6511911123.0,False
2014-06-30,AAPL,5474433120.0,False
2014-07-31,AAPL,4693578837.0,False
2014-08-31,AAPL,4210750895.0,False
2014-09-30,AAPL,6887948498.0,False
2014-10-31,AAPL,6138104573.0,False
2014-11-30,AAPL,3688802990.0,False
2014-12-31,AAPL,4824324994.0,False
2015-01-31,AAPL,6162193334.0,False
2015-02-28,AAPL,5088151335.0,False
2015-03-31,AAPL,5098614449.0,False
2015-04-30,AAPL,4459677984.0,False
2015-05-31,AAPL,4256540026.0,False
2015-06-30,AAPL,3917200510.0,False
2015-07-31,AAPL,4718850535.0,False
2015-08-31,AAPL,7139965349.0,False
2015-09-30,AAPL,5355366999.0,False
2015-10-31,AAPL,4943521742.0,False
2015-11-30,AAPL,3320006355.0,False
2015-12-31,AAPL,4055542883.0,False
2016-01-31,AAPL,5386182137.0,False
2016-02-29,AAPL,3367867906.0,False
2016-03-31,AAPL,3183266390.0,False
2016-04-30,AAPL,3580193533.0,False
2016-05-31,AAPL,3748310750.0,False
2016-06-30,AAPL,3137401430.0,False
2016-07-31,AAPL,2758794799.0,False
2016-08-31,AAPL,2525583598.0,False
2016-09-30,AAPL,3988604452.0,False
2016-10-31,AAPL,2821412499.0,False
2016-11-30,AAPL,3010438938.0,False
2016-12-31,AAPL,2486282795.0,False
2017-01-31,AAPL,2282260934.0,False
2017-02-28,AAPL,2343227485.0,False
2017-03-31,AAPL,2316512542.0,False
2017-04-30,AAPL,1565340667.0,False
2017-05-31,AAPL,2801389036.0,False
2017-06-30,AAPL,2926926276.0,False
2017-07-31,AAPL,1799710434.0,False
2017-08-31,AAPL,2808118979.0,False
2017-09-30,AAPL,2895829903.0,False
2017-10-31,AAPL,2150895249.0,False
2017-11-30,AAPL,2553866564.0,False
2017-12-31,AAPL,2251199056.0,False
2018-01-31,AAPL,2797305035.0,False
2018-02-28,AAPL,3922760430.0,False
2018-03-31,AAPL,3024899741.0,False
2018-04-30,AAPL,2823984584.0,False
2018-05-31,AAPL,2627106498.0,False
2018-06-30,AAPL,2227573083.0,False
2018-07-31,AAPL,1662766357.0,False
2018-08-31,AAPL,2950185744.0,False
2018-09-30,AAPL,2856528536.0,False
2018-10-31,AAPL,3322578514.0,False
2018-11-30,AAPL,4034463216.0,False
2018-12-31,AAPL,3768717589.0,False
2019-01-31,AAPL,3471813233.0,False
2019-02-28,AAPL,1975539856.0,False
2019-03-31,AAPL,2717590029.0,False
2019-04-30,AAPL,2112841832.0,False
2019-05-31,AAPL,3079103262.0,False
2019-06-30,AAPL,2142583752.0,False
2019-07-31,AAPL,1970993457.0,False
2019-08-31,AAPL,2835535329.0,False
2019-09-30,AAPL,2267831055.0,False
2019-10-31,AAPL,2579552358.0,False
2019-11-30,AAPL,1855121842.0,False
2019-12-31,AAPL,2473607499.0,False
2020-01-31,AAPL,3035932971.0,False
2020-02-29,AAPL,3113332725.0,False
2020-03-31,AAPL,6470817481.0,False
2020-04-30,AAPL,3364653268.0,False
2020-05-31,AAPL,2885671011.0,False
2020-06-30,AAPL,3332433393.0,False
2020-07-31,AAPL,3103173404.0,False
2020-08-31,AAPL,4175777628.0,False
2020-09-30,AAPL,3986050448.0,False
2020-10-31,AAPL,2969255539.0,False
2020-11-30,AAPL,2174721222.0,False
2020-12-31,AAPL,2377985690.0,False
2021-01-31,AAPL,2294144525.0,False
2021-02-28,AAPL,1875372698.0,False
2021-03-31,AAPL,2709808692.0,False
2021-04-30,AAPL,1931995517.0,False
2021-05-31,AAPL,1747696386.0,False
2021-06-30,AAPL,1639540960.0,False
2021-07-31,AAPL,1958488951.0,False
2021-08-31,AAPL,1491432025.0,False
2021-09-30,AAPL,1832079212.0,False
2021-10-31,AAPL,1594789223.0,False
2021-11-30,AAPL,1721002816.0,False
2021-12-31,AAPL,2488422000.0,False
2022-01-31,AAPL,2146191904.0,False
2022-02-28,AAPL,1656012638.0,False
2022-03-31,AAPL,2216220352.0,False
2022-04-30,AAPL,1715222630.0,False
2022-05-31,AAPL,2437038138.0,False
2022-06-30,AAPL,1775034704.0,False
2022-07-31,AAPL,1468659186.0,False
2022-08-31,AAPL,1530793931.0,False
2022-09-30,AAPL,2112513294.0,False
2022-10-31,AAPL,1893240300.0,False
2022-11-30,AAPL,1745460369.0,False
2022-12-31,AAPL,1695214922.0,False
2023-01-31,AAPL,1460437979.0,False
2023-02-28,AAPL,1321440018.0,False
2023-03-31,AAPL,1535794734.0,False
2023-04-30,AAPL,979556285.0,False
2023-05-31,AAPL,1287235445.0,False
2023-06-30,AAPL,1309141177.0,False
2023-07-31,AAPL,1005026549.0,False
2023-08-31,AAPL,1334260339.0,False
2023-09-30,AAPL,1347679383.0,False
2023-10-31,AAPL,1181441848.0,False
2023-11-30,AAPL,1106962029.0,False
2023-12-31,AAPL,1069564330.0,False
2024-01-31,AAPL,1194620185.0,False
2024-02-29,AAPL,1167677884.0,False
2024-03-31,AAPL,1439918809.0,False
2024-04-30,AAPL,1251722581.0,False
2024-05-31,AAPL,1341821240.0,False
2024-06-30,AAPL,1729778557.0,False
2024-07-31,AAPL,1157069142.0,False
2024-08-31,AAPL,1125729643.0,False
2024-09-30,AAPL,1235104218.0,False
2024-10-31,AAPL,932884623.0,False
2024-11-30,AAPL,892879915.0,False
2024-12-31,AAPL,979017232.0,False
2025-01-31,AAPL,1201611291.0,False
2025-02-28,AAPL,862567069.0,False
2025-03-31,AAPL,1115306052.0,False
2025-04-30,AAPL,1607318483.0,False
2025-05-31,AAPL,1195889556.0,False
2025-06-30,AAPL,1100504397.0,False
2025-07-31,AAPL,1079935847.0,False
2025-08-31,AAPL,1218125232.0,False
2025-09-30,AAPL,1265536438.0,False
2025-10-31,AAPL,1097142365.0,False
2025-11-30,AAPL,428105417.0,False
1997-05-31,AMZN,1843608000.0,False
1997-06-30,AMZN,1063272000.0,False
1997-07-31,AMZN,2172288000.0,False
1997-08-31,AMZN,638136000.0,False
1997-09-30,AMZN,2157240000.0,False
1997-10-31,AMZN,2103744000.0,False
1997-11-30,AMZN,1355952000.0,False
1997-12-31,AMZN,1299648000.0,False
1998-01-31,AMZN,2241600000.0,False
1998-02-28,AMZN,2612424000.0,False
1998-03-31,AMZN,4136376000.0,False
1998-04-30,AMZN,7097376000.0,True
1998-05-31,AMZN,3497400000.0,False
1998-06-30,AMZN,11677572000.0,True
1998-07-31,AMZN,13278936000.0,True
1998-08-31,AMZN,8812152000.0,True
1998-09-30,AMZN,13556712000.0,True
1998-10-31,AMZN,10088892000.0,True
1998-11-30,AMZN,13035792000.0,True
1998-12-31,AMZN,14484360000.0,True
1999-01-31,AMZN,12926976000.0,True
1999-02-28,AMZN,6362920000.0,True
1999-03-31,AMZN,6620200000.0,True
1999-04-30,AMZN,7265708000.0,True
1999-05-31,AMZN,6075356000.0,True
1999-06-30,AMZN,7294948000.0,True
1999-07-31,AMZN,7773008000.0,True
1999-08-31,AMZN,9181716000.0,True
1999-09-30,AMZN,6432336000.0,True
1999-10-31,AMZN,5086230000.0,False
1999-11-30,AMZN,5316630000.0,False
1999-12-31,AMZN,4726852000.0,False
2000-01-31,AMZN,5244180000.0,False
2000-02-29,AMZN,4149154000.0,False
2000-03-31,AMZN,3131692000.0,False
2000-04-30,AMZN,3240250000.0,False
2000-05-31,AMZN,2613772000.0,False
2000-06-30,AMZN,4062818000.0,False
2000-07-31,AMZN,3970492000.0,False
2000-08-31,AMZN,2889294000.0,False
2000-09-30,AMZN,2674794000.0,False
2000-10-31,AMZN,4934670000.0,False
2000-11-30,AMZN,3186778000.0,False
2000-12-31,AMZN,4042258000.0,False
2001-01-31,AMZN,4209736000.0,False
2001-02-28,AMZN,3347482000.0,False
2001-03-31,AMZN,3352718000.0,False
2001-04-30,AMZN,3795608000.0,False
2001-05-31,AMZN,2893734000.0,False
2001-06-30,AMZN,2733918000.0,False
2001-07-31,AMZN,3441574000.0,False
2001-08-31,AMZN,2013746000.0,False
2001-09-30,AMZN,2536868000.0,False
2001-10-31,AMZN,3397656000.0,False
2001-11-30,AMZN,6219306000.0,True
2001-12-31,AMZN,4249110000.0,False
2002-01-31,AMZN,6454784000.0,True
2002-02-28,AMZN,3279778000.0,False
2002-03-31,AMZN,3296356000.0,False
2002-04-30,AMZN,3179172000.0,False
2002-05-31,AMZN,3096810000.0,False
2002-06-30,AMZN,2852356000.0,False
2002-07-31,AMZN,3531844000.0,False
2002-08-31,AMZN,2067196000.0,False
2002-09-30,AMZN,2861290000.0,False
2002-10-31,AMZN,4070772000.0,False
2002-11-30,AMZN,4126726000.0,False
2002-12-31,AMZN,3112212000.0,False
2003-01-31,AMZN,3383944000.0,False
2003-02-28,AMZN,2318838000.0,False
2003-03-31,AMZN,3281872000.0,False
2003-04-30,AMZN,4434843760.0,False
2003-05-31,AMZN,3825890000.0,False
2003-06-30,AMZN,3434186700.0,False
2003-07-31,AMZN,4584832020.0,False
2003-08-31,AMZN,3018474520.0,False
2003-09-30,AMZN,4059048800.0,False
2003-10-31,AMZN,5771687220.0,True
2003-11-30,AMZN,3642878260.0,False
2003-12-31,AMZN,3876057620.0,False
2004-01-31,AMZN,4359700960.0,False
2004-02-29,AMZN,3727238000.0,False
2004-03-31,AMZN,3087579580.0,False
2004-04-30,AMZN,3243025260.0,False
2004-05-31,AMZN,3004340500.0,False
2004-06-30,AMZN,3225932300.0,False
2004-07-31,AMZN,4051001220.0,False
2004-08-31,AMZN,3600930420.0,False
2004-09-30,AMZN,3525670320.0,False
2004-10-31,AMZN,4179109560.0,False
2004-11-30,AMZN,3374618500.0,False
2004-12-31,AMZN,3526457160.0,False
2005-01-31,AMZN,3905971020.0,False
2005-02-28,AMZN,4404112680.0,False
2005-03-31,AMZN,2397111120.0,False
2005-04-30,AMZN,3311024160.0,False
2005-05-31,AMZN,2343668860.0,False
2005-06-30,AMZN,2129814080.0,False
2005-07-31,AMZN,3669839400.0,False
2005-08-31,AMZN,2308141360.0,False
2005-09-30,AMZN,2074569960.0,False
2005-10-31,AMZN,2950735540.0,False
2005-11-30,AMZN,4320279080.0,False
2005-12-31,AMZN,2410889440.0,False
2006-01-31,AMZN,2466693160.0,False
2006-02-28,AMZN,3304645640.0,False
2006-03-31,AMZN,2436278840.0,False
2006-04-30,AMZN,2129456120.0,False
2006-05-31,AMZN,2924404680.0,False
2006-06-30,AMZN,2297784240.0,False
2006-07-31,AMZN,4563178580.0,False
2006-08-31,AMZN,3182941400.0,False
2006-09-30,AMZN,2919756480.0,False
2006-10-31,AMZN,4180351520.0,False
2006-11-30,AMZN,2929174920.0,False
2006-12-31,AMZN,2420637840.0,False
2007-01-31,AMZN,2606494520.0,False
2007-02-28,AMZN,3141688980.0,False
2007-03-31,AMZN,2843969880.0,False
2007-04-30,AMZN,6925212560.0,True
2007-05-31,AMZN,6606567420.0,True
2007-06-30,AMZN,4774101740.0,False
2007-07-31,AMZN,5277091060.0,False
2007-08-31,AMZN,3506076540.0,False
2007-09-30,AMZN,2441407520.0,False
2007-10-31,AMZN,4609575620.0,False
2007-11-30,AMZN,3585384920.0,False
2007-12-31,AMZN,2538366940.0,False
2008-01-31,AMZN,5727419300.0,True
2008-02-29,AMZN,4218834360.0,False
2008-03-31,AMZN,3853857700.0,False
2008-04-30,AMZN,3955544680.0,False
2008-05-31,AMZN,2977056680.0,False
2008-06-30,AMZN,3056872620.0,False
2008-07-31,AMZN,4296109660.0,False
2008-08-31,AMZN,2980422960.0,False
2008-09-30,AMZN,3848596360.0,False
2008-10-31,AMZN,6633865920.0,True
2008-11-30,AMZN,4563995820.0,False
2008-12-31,AMZN,4123545640.0,False
2009-01-31,AMZN,4074242280.0,False
2009-02-28,AMZN,3735225440.0,False
2009-03-31,AMZN,4552961100.0,False
2009-04-30,AMZN,3692745320.0,False
2009-05-31,AMZN,2751784240.0,False
2009-06-30,AMZN,3041222700.0,False
2009-07-31,AMZN,3496414960.0,False
2009-08-31,AMZN,2249430180.0,False
2009-09-30,AMZN,2557548800.0,False
2009-10-31,AMZN,5358813780.0,False
2009-11-30,AMZN,3203277040.0,False
2009-12-31,AMZN,4142846240.0,False
2010-01-31,AMZN,4603689740.0,False
2010-02-28,AMZN,4194576060.0,False
2010-03-31,AMZN,3159700700.0,False
2010-04-30,AMZN,3263941980.0,False
2010-05-31,AMZN,2819756560.0,False
2010-06-30,AMZN,2662718120.0,False
2010-07-31,AMZN,3488512820.0,False
2010-08-31,AMZN,2266507780.0,False
2010-09-30,AMZN,2683730400.0,False
2010-10-31,AMZN,2852426580.0,False
2010-11-30,AMZN,2619431560.0,False
2010-12-31,AMZN,1872087540.0,False
2011-01-31,AMZN,2265500940.0,False
2011-02-28,AMZN,1914919860.0,False
2011-03-31,AMZN,2379261200.0,False
2011-04-30,AMZN,2325631360.0,False
2011-05-31,AMZN,2124514780.0,False
2011-06-30,AMZN,1909075060.0,False
